PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-001745,WC,In Force,2022-08-18,2023-08-18,PA,7380,4350.64,Insured A-1745,AG005,UW102,0
KM-POL-001746,CA,In Force,2023-02-26,2024-02-26,PA,7220,3928.6,Insured A-1746,AG005,UW102,2
KM-POL-001747,WC,Expired,2023-05-07,2024-05-06,NY,8742,16574.4,Insured A-1747,AG001,UW103,0
KM-POL-001748,WC,Expired,2022-05-24,2023-05-24,NJ,8742,20797.68,Insured A-1748,AG002,UW102,2
KM-POL-001749,CA,Expired,2021-11-24,2022-11-24,NJ,7230,3648.53,Insured A-1749,AG004,UW102,3
KM-POL-001750,WC,Expired,2022-11-02,2023-11-02,OH,5183,3933.19,Insured A-1750,AG012,UW104,0
KM-POL-001751,CA,In Force,2022-10-03,2023-10-03,OH,7210,5771.61,Insured A-1751,AG002,UW104,1
KM-POL-001752,WC,Expired,2022-01-24,2023-01-24,MD,8742,5121.34,Insured A-1752,AG005,UW101,1
KM-POL-001753,WC,Expired,2021-11-23,2022-11-23,NJ,5191,6538.07,Insured A-1753,AG002,UW104,3
KM-POL-001754,WC,In Force,2023-10-18,2024-10-17,NY,7380,28573.1,Insured A-1754,AG005,UW102,1
KM-POL-001755,GL,Expired,2023-11-21,2024-11-20,PA,58483,11836.94,Insured A-1755,AG002,UW103,2
KM-POL-001756,GL,In Force,2023-08-15,2024-08-14,PA,41677,7409.97,Insured A-1756,AG015,UW104,3
KM-POL-001757,GL,In Force,2023-10-19,2024-10-18,PA,91580,2723.46,Insured A-1757,AG004,UW104,2
KM-POL-001758,CA,In Force,2022-09-24,2023-09-24,NJ,7230,5579.41,Insured A-1758,AG001,UW102,1
KM-POL-001759,WC,In Force,2023-10-16,2024-10-15,NJ,8017,23158.7,Insured A-1759,AG015,UW104,0
KM-POL-001760,CA,In Force,2021-02-17,2022-02-17,OH,7220,3923.03,Insured A-1760,AG004,UW104,3
KM-POL-001761,CA,In Force,2021-07-04,2022-07-04,PA,7230,11055.34,Insured A-1761,AG005,UW102,4
KM-POL-001762,GL,In Force,2023-03-17,2024-03-16,NY,41677,16398.12,Insured A-1762,AG012,UW104,5
KM-POL-001763,WC,In Force,2023-11-02,2024-11-01,DE,8810,37458.4,Insured A-1763,AG012,UW103,4
KM-POL-001764,CA,In Force,2023-07-26,2024-07-25,PA,7210,5902.59,Insured A-1764,AG003,UW101,3
KM-POL-001765,WC,In Force,2022-05-09,2023-05-09,NJ,5191,15833.98,Insured A-1765,AG004,UW104,2
KM-POL-001766,WC,Expired,2022-03-17,2023-03-17,PA,8742,30679.5,Insured A-1766,AG002,UW103,3
KM-POL-001767,CA,In Force,2022-12-24,2023-12-24,DE,7220,6428.11,Insured A-1767,AG001,UW104,1
KM-POL-001768,CA,In Force,2021-04-10,2022-04-10,NJ,7220,3638.26,Insured A-1768,AG002,UW101,2
KM-POL-001769,WC,Expired,2021-04-14,2022-04-14,PA,5183,6913.05,Insured A-1769,AG002,UW102,1
KM-POL-001770,WC,Expired,2022-07-31,2023-07-31,PA,7380,11978.2,Insured A-1770,AG004,UW101,1
KM-POL-001771,CA,Expired,2023-10-11,2024-10-10,DE,7219,2265.75,Insured A-1771,AG001,UW104,3
KM-POL-001772,CA,In Force,2023-08-22,2024-08-21,MD,7220,4509.96,Insured A-1772,AG003,UW101,1
KM-POL-001773,GL,In Force,2022-08-09,2023-08-09,NJ,91580,14293.83,Insured A-1773,AG015,UW101,0
KM-POL-001774,GL,Expired,2021-01-17,2022-01-17,NY,91580,1430.99,Insured A-1774,AG002,UW102,0
KM-POL-001775,CA,In Force,2021-08-09,2022-08-09,NY,7210,12341.09,Insured A-1775,AG001,UW104,4
KM-POL-001776,WC,In Force,2023-06-02,2024-06-01,MD,5183,24291.93,Insured A-1776,AG003,UW101,2
KM-POL-001777,CA,In Force,2021-10-02,2022-10-02,OH,7210,3729.92,Insured A-1777,AG015,UW101,2
KM-POL-001778,WC,Expired,2022-06-26,2023-06-26,DE,5183,15286.31,Insured A-1778,AG002,UW102,1
KM-POL-001779,WC,In Force,2023-01-20,2024-01-20,NY,8810,9922.08,Insured A-1779,AG001,UW103,1
KM-POL-001780,GL,Cancelled,2023-04-06,2024-04-05,OH,41677,15693.36,Insured A-1780,AG015,UW104,0
KM-POL-001781,WC,Expired,2023-01-20,2024-01-20,NJ,9015,21723.43,Insured A-1781,AG004,UW103,1
KM-POL-001782,GL,In Force,2021-04-03,2022-04-03,NJ,58483,2489.78,Insured A-1782,AG012,UW103,3
KM-POL-001783,CA,Expired,2023-04-01,2024-03-31,PA,7230,6990.85,Insured A-1783,AG012,UW102,1
KM-POL-001784,CA,Expired,2021-04-15,2022-04-15,OH,7219,4344.31,Insured A-1784,AG002,UW102,1
KM-POL-001785,CA,Expired,2022-02-03,2023-02-03,OH,7230,5165.2,Insured A-1785,AG002,UW104,0
KM-POL-001786,GL,In Force,2023-01-13,2024-01-13,PA,58483,3984.95,Insured A-1786,AG015,UW103,1
KM-POL-001787,CA,Expired,2022-08-15,2023-08-15,DE,7219,14029.0,Insured A-1787,AG001,UW101,0
KM-POL-001788,CA,In Force,2021-05-31,2022-05-31,NJ,7219,9173.16,Insured A-1788,AG012,UW103,2
KM-POL-001789,WC,Cancelled,2023-03-03,2024-03-02,PA,8017,5476.29,Insured A-1789,AG002,UW102,2
KM-POL-001790,CA,In Force,2023-10-30,2024-10-29,MD,7220,2206.66,Insured A-1790,AG003,UW101,3
KM-POL-001791,WC,In Force,2023-07-12,2024-07-11,PA,8742,7269.64,Insured A-1791,AG002,UW101,2
KM-POL-001792,CA,Expired,2022-07-27,2023-07-27,PA,7230,6378.59,Insured A-1792,AG012,UW102,1
KM-POL-001793,CA,Expired,2021-09-01,2022-09-01,DE,7230,5676.69,Insured A-1793,AG005,UW101,2
KM-POL-001794,CA,Expired,2021-09-21,2022-09-21,NY,7220,10424.14,Insured A-1794,AG012,UW103,2
KM-POL-001795,WC,In Force,2021-07-18,2022-07-18,PA,8810,18618.96,Insured A-1795,AG003,UW102,0
KM-POL-001796,WC,In Force,2023-03-18,2024-03-17,NY,5183,21496.71,Insured A-1796,AG001,UW104,2
KM-POL-001797,CA,Cancelled,2023-02-04,2024-02-04,DE,7230,5979.63,Insured A-1797,AG003,UW102,4
KM-POL-001798,WC,Expired,2022-11-26,2023-11-26,PA,8742,3257.0,Insured A-1798,AG005,UW104,1
KM-POL-001799,WC,Expired,2023-01-19,2024-01-19,PA,8810,8462.85,Insured A-1799,AG005,UW104,2
KM-POL-001800,WC,In Force,2021-10-23,2022-10-23,DE,7380,23111.18,Insured A-1800,AG002,UW102,3
KM-POL-001801,GL,In Force,2022-02-12,2023-02-12,PA,41677,6399.24,Insured A-1801,AG002,UW102,2
KM-POL-001802,CA,Expired,2023-11-09,2024-11-08,MD,7230,6646.56,Insured A-1802,AG012,UW104,3
KM-POL-001803,WC,Expired,2023-04-03,2024-04-02,OH,5191,7669.46,Insured A-1803,AG004,UW104,1
KM-POL-001804,WC,In Force,2023-10-22,2024-10-21,MD,5183,4342.26,Insured A-1804,AG003,UW101,1
KM-POL-001805,WC,Expired,2021-03-24,2022-03-24,PA,8017,8967.16,Insured A-1805,AG012,UW102,2
KM-POL-001806,CA,In Force,2021-04-03,2022-04-03,MD,7230,5916.07,Insured A-1806,AG004,UW102,3
KM-POL-001807,CA,In Force,2021-03-21,2022-03-21,NJ,7210,3316.24,Insured A-1807,AG012,UW101,4
KM-POL-001808,WC,In Force,2021-10-08,2022-10-08,NJ,8017,8196.24,Insured A-1808,AG005,UW102,0
KM-POL-001809,WC,In Force,2022-11-14,2023-11-14,PA,8742,4667.74,Insured A-1809,AG002,UW101,1
KM-POL-001810,WC,In Force,2023-08-29,2024-08-28,PA,5191,24231.19,Insured A-1810,AG002,UW101,1
KM-POL-001811,CA,In Force,2023-11-30,2024-11-29,NY,7210,4118.84,Insured A-1811,AG012,UW102,0
KM-POL-001812,CA,In Force,2023-07-25,2024-07-24,NJ,7230,11750.53,Insured A-1812,AG002,UW103,1
KM-POL-001813,WC,Expired,2021-11-02,2022-11-02,PA,7380,33624.1,Insured A-1813,AG001,UW104,1
KM-POL-001814,WC,In Force,2023-11-22,2024-11-21,NY,8742,9275.79,Insured A-1814,AG012,UW102,1
KM-POL-001815,WC,In Force,2021-10-14,2022-10-14,PA,8742,4417.11,Insured A-1815,AG005,UW103,1
KM-POL-001816,GL,In Force,2022-11-03,2023-11-03,DE,91580,1540.51,Insured A-1816,AG015,UW101,1
KM-POL-001817,WC,In Force,2022-10-15,2023-10-15,NJ,8810,3048.39,Insured A-1817,AG012,UW103,5
KM-POL-001818,CA,Expired,2021-11-29,2022-11-29,OH,7220,2155.33,Insured A-1818,AG012,UW102,3
KM-POL-001819,CA,In Force,2023-03-16,2024-03-15,OH,7220,11238.29,Insured A-1819,AG002,UW102,0
KM-POL-001820,WC,Expired,2022-09-05,2023-09-05,NJ,8017,10858.02,Insured A-1820,AG005,UW103,4
KM-POL-001821,WC,Expired,2022-11-20,2023-11-20,NJ,8742,13516.73,Insured A-1821,AG012,UW102,2
KM-POL-001822,WC,In Force,2023-11-05,2024-11-04,NJ,8742,1675.16,Insured A-1822,AG002,UW104,4
KM-POL-001823,CA,In Force,2023-11-10,2024-11-09,OH,7219,2395.2,Insured A-1823,AG003,UW103,1
KM-POL-001824,CA,In Force,2023-12-27,2024-12-26,NJ,7220,8368.65,Insured A-1824,AG005,UW101,1
KM-POL-001825,CA,In Force,2023-10-01,2024-09-30,PA,7219,5837.54,Insured A-1825,AG004,UW103,4
KM-POL-001826,CA,Expired,2022-09-06,2023-09-06,PA,7230,4499.3,Insured A-1826,AG001,UW103,1
KM-POL-001827,WC,Expired,2023-08-31,2024-08-30,NJ,8017,15550.9,Insured A-1827,AG004,UW103,4
KM-POL-001828,GL,In Force,2021-02-04,2022-02-04,NJ,41677,20848.94,Insured A-1828,AG015,UW103,3
KM-POL-001829,CA,In Force,2023-01-25,2024-01-25,OH,7210,4304.32,Insured A-1829,AG005,UW101,5
KM-POL-001830,WC,In Force,2022-11-10,2023-11-10,PA,8017,10461.9,Insured A-1830,AG012,UW101,1
KM-POL-001831,GL,Expired,2021-08-13,2022-08-13,NJ,97047,7591.75,Insured A-1831,AG002,UW101,0
KM-POL-001832,CA,In Force,2023-05-04,2024-05-03,OH,7219,20645.77,Insured A-1832,AG015,UW103,1
KM-POL-001833,CA,In Force,2022-09-23,2023-09-23,OH,7219,1394.63,Insured A-1833,AG005,UW104,5
KM-POL-001834,CA,In Force,2021-02-24,2022-02-24,NJ,7219,7405.17,Insured A-1834,AG001,UW104,1
KM-POL-001835,GL,Expired,2023-08-30,2024-08-29,NJ,41677,6121.97,Insured A-1835,AG005,UW101,2
KM-POL-001836,CA,Expired,2022-06-28,2023-06-28,NJ,7219,6905.43,Insured A-1836,AG015,UW104,1
KM-POL-001837,WC,In Force,2022-04-12,2023-04-12,MD,8017,5849.44,Insured A-1837,AG002,UW104,1
KM-POL-001838,WC,In Force,2021-04-16,2022-04-16,PA,8810,9516.93,Insured A-1838,AG004,UW104,0
KM-POL-001839,GL,Cancelled,2023-09-11,2024-09-10,MD,91580,10916.03,Insured A-1839,AG003,UW104,2
KM-POL-001840,WC,In Force,2021-12-16,2022-12-16,NY,5183,119411.19,Insured A-1840,AG004,UW104,3
KM-POL-001841,WC,Expired,2023-12-10,2024-12-09,DE,5183,18890.77,Insured A-1841,AG002,UW102,0
KM-POL-001842,WC,In Force,2023-02-18,2024-02-18,PA,8810,5021.82,Insured A-1842,AG015,UW101,4
KM-POL-001843,WC,Expired,2021-10-30,2022-10-30,NJ,9015,7051.48,Insured A-1843,AG002,UW103,2
KM-POL-001844,CA,In Force,2022-05-12,2023-05-12,NJ,7230,3744.16,Insured A-1844,AG001,UW104,2
KM-POL-001845,GL,Cancelled,2021-03-06,2022-03-06,PA,91580,1887.58,Insured A-1845,AG005,UW102,2
KM-POL-001846,WC,Expired,2021-08-14,2022-08-14,NY,8017,7600.18,Insured A-1846,AG005,UW103,1
KM-POL-001847,WC,Expired,2022-01-26,2023-01-26,MD,8742,17787.71,Insured A-1847,AG004,UW102,1
KM-POL-001848,WC,Expired,2021-02-08,2022-02-08,DE,8742,3571.05,Insured A-1848,AG015,UW104,3
KM-POL-001849,GL,Expired,2023-06-23,2024-06-22,NY,41677,13820.91,Insured A-1849,AG003,UW104,1
KM-POL-001850,CA,In Force,2022-10-05,2023-10-05,PA,7230,6585.76,Insured A-1850,AG003,UW104,1
KM-POL-001851,WC,Expired,2023-05-08,2024-05-07,NJ,5183,5500.6,Insured A-1851,AG001,UW104,0
KM-POL-001852,GL,Cancelled,2021-11-07,2022-11-07,PA,41677,6008.49,Insured A-1852,AG002,UW103,3
KM-POL-001853,GL,In Force,2023-04-26,2024-04-25,NY,97047,20309.12,Insured A-1853,AG001,UW103,1
KM-POL-001854,GL,Cancelled,2022-02-22,2023-02-22,MD,58483,11086.5,Insured A-1854,AG005,UW102,2
KM-POL-001855,GL,Expired,2023-04-21,2024-04-20,NY,91580,6675.16,Insured A-1855,AG012,UW101,0
KM-POL-001856,WC,In Force,2023-10-25,2024-10-24,PA,7380,8183.32,Insured A-1856,AG012,UW104,5
KM-POL-001857,CA,In Force,2023-08-24,2024-08-23,NJ,7219,5145.95,Insured A-1857,AG012,UW102,1
KM-POL-001858,CA,In Force,2021-05-08,2022-05-08,DE,7219,3615.34,Insured A-1858,AG002,UW102,2
KM-POL-001859,GL,In Force,2021-10-10,2022-10-10,NJ,97047,1520.32,Insured A-1859,AG001,UW102,2
KM-POL-001860,CA,In Force,2023-11-29,2024-11-28,OH,7219,16735.82,Insured A-1860,AG015,UW104,3
KM-POL-001861,CA,In Force,2022-03-01,2023-03-01,OH,7219,5394.82,Insured A-1861,AG004,UW104,1
KM-POL-001862,CA,In Force,2022-10-28,2023-10-28,NY,7210,6240.95,Insured A-1862,AG005,UW102,3
KM-POL-001863,WC,In Force,2023-09-07,2024-09-06,NJ,8742,9449.09,Insured A-1863,AG012,UW104,1
KM-POL-001864,CA,Cancelled,2023-12-13,2024-12-12,PA,7220,3161.9,Insured A-1864,AG015,UW102,1
KM-POL-001865,GL,In Force,2023-02-11,2024-02-11,PA,97047,5824.64,Insured A-1865,AG003,UW103,2
KM-POL-001866,GL,In Force,2022-10-05,2023-10-05,NJ,58483,2165.54,Insured A-1866,AG001,UW104,3
KM-POL-001867,WC,In Force,2021-12-21,2022-12-21,NJ,5191,61185.73,Insured A-1867,AG005,UW103,2
KM-POL-001868,WC,In Force,2023-07-31,2024-07-30,NY,8017,3686.34,Insured A-1868,AG005,UW101,4
KM-POL-001869,WC,Expired,2023-12-28,2024-12-27,NY,5183,4334.78,Insured A-1869,AG003,UW104,1
KM-POL-001870,CA,Expired,2022-12-03,2023-12-03,PA,7230,3773.83,Insured A-1870,AG003,UW101,4
KM-POL-001871,GL,Expired,2022-12-27,2023-12-27,NJ,58483,16344.6,Insured A-1871,AG003,UW102,0
KM-POL-001872,WC,In Force,2022-06-26,2023-06-26,PA,8810,10012.68,Insured A-1872,AG012,UW104,2
KM-POL-001873,CA,Expired,2023-09-19,2024-09-18,PA,7210,2340.97,Insured A-1873,AG012,UW104,2
KM-POL-001874,GL,In Force,2022-01-29,2023-01-29,OH,58483,15963.13,Insured A-1874,AG001,UW104,1
KM-POL-001875,CA,In Force,2022-05-20,2023-05-20,PA,7210,7620.52,Insured A-1875,AG003,UW101,1
KM-POL-001876,CA,In Force,2022-07-26,2023-07-26,NJ,7230,6789.01,Insured A-1876,AG004,UW101,2
KM-POL-001877,CA,In Force,2022-09-04,2023-09-04,PA,7220,7551.04,Insured A-1877,AG005,UW102,0
KM-POL-001878,CA,In Force,2022-04-06,2023-04-06,OH,7219,20673.69,Insured A-1878,AG003,UW103,1
KM-POL-001879,WC,In Force,2022-09-02,2023-09-02,DE,8810,56844.57,Insured A-1879,AG005,UW103,0
KM-POL-001880,CA,Cancelled,2022-08-15,2023-08-15,PA,7219,3255.08,Insured A-1880,AG002,UW101,2
KM-POL-001881,CA,In Force,2022-03-01,2023-03-01,DE,7219,13021.16,Insured A-1881,AG015,UW104,0
KM-POL-001882,GL,In Force,2023-09-29,2024-09-28,NY,91580,8675.15,Insured A-1882,AG002,UW103,0
KM-POL-001883,CA,In Force,2022-10-12,2023-10-12,MD,7220,6630.65,Insured A-1883,AG003,UW103,0
KM-POL-001884,CA,Expired,2023-09-10,2024-09-09,PA,7219,1780.48,Insured A-1884,AG005,UW101,1
KM-POL-001885,WC,In Force,2022-12-16,2023-12-16,OH,7380,8635.97,Insured A-1885,AG015,UW102,3
KM-POL-001886,CA,Expired,2022-07-15,2023-07-15,MD,7219,3017.87,Insured A-1886,AG002,UW101,4
KM-POL-001887,WC,Cancelled,2022-08-13,2023-08-13,MD,8017,19195.81,Insured A-1887,AG003,UW101,0
KM-POL-001888,WC,In Force,2021-09-07,2022-09-07,NY,8017,23315.28,Insured A-1888,AG005,UW104,2
KM-POL-001889,CA,In Force,2023-02-17,2024-02-17,NY,7219,1415.6,Insured A-1889,AG003,UW101,2
KM-POL-001890,GL,In Force,2023-03-20,2024-03-19,NJ,97047,6532.7,Insured A-1890,AG012,UW104,2
KM-POL-001891,WC,Expired,2022-12-08,2023-12-08,NY,8017,24281.97,Insured A-1891,AG005,UW102,2
KM-POL-001892,WC,In Force,2021-10-27,2022-10-27,DE,8742,8524.13,Insured A-1892,AG002,UW104,0
KM-POL-001893,GL,In Force,2022-08-18,2023-08-18,NY,91580,11051.76,Insured A-1893,AG003,UW102,1
KM-POL-001894,WC,In Force,2021-03-28,2022-03-28,NJ,5191,13107.4,Insured A-1894,AG002,UW102,1
KM-POL-001895,CA,Expired,2022-08-13,2023-08-13,NY,7230,6032.98,Insured A-1895,AG003,UW102,0
KM-POL-001896,CA,In Force,2021-06-11,2022-06-11,OH,7210,4176.43,Insured A-1896,AG001,UW101,2
KM-POL-001897,CA,In Force,2022-12-11,2023-12-11,PA,7219,2368.59,Insured A-1897,AG002,UW104,1
KM-POL-001898,WC,Expired,2023-06-25,2024-06-24,OH,8810,4035.06,Insured A-1898,AG002,UW103,1
KM-POL-001899,WC,Expired,2022-06-10,2023-06-10,DE,7380,17456.76,Insured A-1899,AG004,UW101,1
KM-POL-001900,CA,Expired,2023-09-09,2024-09-08,OH,7220,4972.48,Insured A-1900,AG015,UW102,3
KM-POL-001901,CA,In Force,2022-03-15,2023-03-15,NJ,7219,4522.83,Insured A-1901,AG012,UW103,3
KM-POL-001902,WC,Expired,2022-02-18,2023-02-18,NJ,7380,7050.74,Insured A-1902,AG002,UW101,2
KM-POL-001903,CA,Expired,2022-07-10,2023-07-10,MD,7230,4092.4,Insured A-1903,AG005,UW103,1
KM-POL-001904,WC,In Force,2022-07-11,2023-07-11,PA,5191,22868.81,Insured A-1904,AG015,UW102,2
KM-POL-001905,CA,Expired,2021-10-09,2022-10-09,OH,7230,4019.26,Insured A-1905,AG003,UW103,1
KM-POL-001906,WC,In Force,2021-08-12,2022-08-12,NJ,5183,3385.13,Insured A-1906,AG001,UW103,0
KM-POL-001907,GL,Cancelled,2022-05-06,2023-05-06,DE,41677,11165.19,Insured A-1907,AG005,UW102,1
KM-POL-001908,WC,In Force,2022-05-12,2023-05-12,NJ,8810,8400.94,Insured A-1908,AG015,UW103,2
KM-POL-001909,WC,Expired,2021-04-14,2022-04-14,DE,7380,10148.86,Insured A-1909,AG005,UW101,2
KM-POL-001910,WC,In Force,2023-12-24,2024-12-23,NJ,7380,35812.87,Insured A-1910,AG005,UW103,4
KM-POL-001911,WC,Cancelled,2022-04-08,2023-04-08,PA,8810,9735.67,Insured A-1911,AG005,UW104,3
KM-POL-001912,GL,In Force,2022-04-22,2023-04-22,PA,41677,8122.79,Insured A-1912,AG015,UW101,0
KM-POL-001913,GL,Cancelled,2021-04-18,2022-04-18,PA,58483,2906.64,Insured A-1913,AG001,UW103,0
KM-POL-001914,WC,Cancelled,2021-07-25,2022-07-25,MD,8017,8302.11,Insured A-1914,AG004,UW104,0
KM-POL-001915,WC,In Force,2023-04-27,2024-04-26,MD,8017,16116.85,Insured A-1915,AG012,UW104,3
KM-POL-001916,CA,Expired,2022-11-08,2023-11-08,NJ,7220,1932.9,Insured A-1916,AG002,UW104,3
KM-POL-001917,GL,Cancelled,2023-08-26,2024-08-25,NY,97047,7635.71,Insured A-1917,AG015,UW103,5
KM-POL-001918,CA,In Force,2021-07-25,2022-07-25,NJ,7230,5221.16,Insured A-1918,AG005,UW102,2
KM-POL-001919,WC,In Force,2021-10-09,2022-10-09,NY,5183,10229.49,Insured A-1919,AG002,UW104,3
KM-POL-001920,WC,In Force,2021-01-11,2022-01-11,OH,9015,22691.08,Insured A-1920,AG015,UW102,2
KM-POL-001921,CA,In Force,2021-11-20,2022-11-20,MD,7230,6006.89,Insured A-1921,AG002,UW101,4
KM-POL-001922,WC,In Force,2023-04-14,2024-04-13,NJ,8017,32288.21,Insured A-1922,AG005,UW102,3
KM-POL-001923,CA,In Force,2023-09-02,2024-09-01,NY,7219,2707.68,Insured A-1923,AG004,UW102,2
KM-POL-001924,WC,In Force,2023-09-05,2024-09-04,PA,5191,11034.03,Insured A-1924,AG015,UW102,2
KM-POL-001925,CA,In Force,2022-02-13,2023-02-13,MD,7230,5170.27,Insured A-1925,AG002,UW102,3
KM-POL-001926,WC,In Force,2022-08-12,2023-08-12,PA,8742,4207.38,Insured A-1926,AG003,UW102,1
KM-POL-001927,CA,Expired,2022-10-20,2023-10-20,NY,7219,8723.51,Insured A-1927,AG002,UW101,0
KM-POL-001928,CA,Expired,2022-08-08,2023-08-08,NY,7210,19827.08,Insured A-1928,AG012,UW101,0
KM-POL-001929,CA,In Force,2021-05-02,2022-05-02,NY,7210,4864.88,Insured A-1929,AG005,UW102,1
KM-POL-001930,WC,Expired,2021-07-03,2022-07-03,PA,5183,14824.21,Insured A-1930,AG001,UW102,2
KM-POL-001931,CA,Expired,2022-04-21,2023-04-21,MD,7230,5170.43,Insured A-1931,AG002,UW104,0
KM-POL-001932,CA,Cancelled,2024-01-01,2024-12-31,PA,7210,3203.02,Insured A-1932,AG004,UW101,1
KM-POL-001933,CA,In Force,2021-03-18,2022-03-18,NY,7210,1648.37,Insured A-1933,AG003,UW103,1
KM-POL-001934,CA,In Force,2021-12-25,2022-12-25,PA,7210,3218.07,Insured A-1934,AG003,UW101,2
KM-POL-001935,CA,Cancelled,2023-05-06,2024-05-05,NJ,7220,2132.02,Insured A-1935,AG001,UW103,1
KM-POL-001936,GL,Cancelled,2021-12-27,2022-12-27,DE,41677,21870.01,Insured A-1936,AG012,UW104,0
KM-POL-001937,WC,Expired,2021-03-16,2022-03-16,NJ,8742,9026.43,Insured A-1937,AG001,UW102,0
KM-POL-001938,GL,Expired,2023-03-25,2024-03-24,PA,41677,5207.51,Insured A-1938,AG012,UW104,0
KM-POL-001939,CA,In Force,2023-10-12,2024-10-11,PA,7220,8379.07,Insured A-1939,AG002,UW102,3
KM-POL-001940,WC,In Force,2022-01-17,2023-01-17,NJ,8810,4034.34,Insured A-1940,AG005,UW101,1
KM-POL-001941,WC,In Force,2022-08-16,2023-08-16,NY,5183,5358.87,Insured A-1941,AG004,UW102,3
KM-POL-001942,WC,In Force,2021-03-18,2022-03-18,OH,9015,10451.05,Insured A-1942,AG003,UW103,2
KM-POL-001943,CA,Expired,2021-01-19,2022-01-19,PA,7210,9111.22,Insured A-1943,AG001,UW103,5
KM-POL-001944,CA,In Force,2022-09-04,2023-09-04,NJ,7210,6640.95,Insured A-1944,AG004,UW104,1
KM-POL-001945,CA,In Force,2021-08-08,2022-08-08,PA,7220,5704.41,Insured A-1945,AG012,UW101,0
KM-POL-001946,CA,Cancelled,2022-11-18,2023-11-18,PA,7210,5150.61,Insured A-1946,AG005,UW103,0
KM-POL-001947,WC,In Force,2022-08-06,2023-08-06,NY,7380,13632.18,Insured A-1947,AG003,UW104,0
KM-POL-001948,WC,Cancelled,2023-07-20,2024-07-19,NY,5191,11629.76,Insured A-1948,AG003,UW101,2
KM-POL-001949,WC,Cancelled,2023-12-10,2024-12-09,PA,9015,4341.7,Insured A-1949,AG012,UW101,0
KM-POL-001950,WC,Expired,2023-10-09,2024-10-08,PA,8810,10268.78,Insured A-1950,AG005,UW104,0
KM-POL-001951,WC,In Force,2021-10-02,2022-10-02,PA,7380,4192.49,Insured A-1951,AG003,UW103,4
KM-POL-001952,WC,In Force,2023-10-30,2024-10-29,OH,8017,10560.4,Insured A-1952,AG005,UW103,2
KM-POL-001953,CA,In Force,2023-08-17,2024-08-16,MD,7220,3683.47,Insured A-1953,AG003,UW104,0
KM-POL-001954,CA,In Force,2022-07-13,2023-07-13,PA,7210,22553.13,Insured A-1954,AG002,UW103,0
KM-POL-001955,GL,In Force,2022-01-30,2023-01-30,PA,91580,6451.54,Insured A-1955,AG012,UW104,0
KM-POL-001956,GL,Cancelled,2021-08-19,2022-08-19,OH,41677,2482.53,Insured A-1956,AG005,UW103,4
KM-POL-001957,CA,In Force,2022-11-09,2023-11-09,MD,7210,4534.6,Insured A-1957,AG004,UW103,3
KM-POL-001958,WC,Expired,2021-11-29,2022-11-29,NJ,5183,14995.22,Insured A-1958,AG002,UW104,3
KM-POL-001959,CA,In Force,2023-07-29,2024-07-28,PA,7219,13413.52,Insured A-1959,AG015,UW104,4
KM-POL-001960,CA,Expired,2022-06-11,2023-06-11,PA,7219,3450.69,Insured A-1960,AG004,UW103,2
KM-POL-001961,WC,Cancelled,2022-01-17,2023-01-17,DE,5191,2790.73,Insured A-1961,AG012,UW104,0
KM-POL-001962,WC,In Force,2021-01-29,2022-01-29,NJ,8017,19024.25,Insured A-1962,AG003,UW103,1
KM-POL-001963,GL,In Force,2022-11-22,2023-11-22,PA,97047,2523.95,Insured A-1963,AG015,UW102,3
KM-POL-001964,WC,Expired,2022-08-28,2023-08-28,DE,8810,6981.89,Insured A-1964,AG004,UW101,4
KM-POL-001965,CA,Expired,2022-01-31,2023-01-31,PA,7220,4210.88,Insured A-1965,AG002,UW101,1
KM-POL-001966,CA,Expired,2021-12-26,2022-12-26,NY,7230,4713.66,Insured A-1966,AG015,UW103,2
KM-POL-001967,WC,In Force,2023-04-11,2024-04-10,NJ,9015,17177.09,Insured A-1967,AG015,UW101,4
KM-POL-001968,WC,In Force,2023-05-26,2024-05-25,PA,9015,5727.83,Insured A-1968,AG005,UW103,0
KM-POL-001969,WC,Cancelled,2023-11-22,2024-11-21,DE,8017,7950.71,Insured A-1969,AG001,UW104,4
KM-POL-001970,WC,Cancelled,2022-11-03,2023-11-03,NJ,8017,9784.78,Insured A-1970,AG004,UW102,0
KM-POL-001971,WC,In Force,2021-06-27,2022-06-27,MD,9015,11155.39,Insured A-1971,AG001,UW101,1
KM-POL-001972,GL,Expired,2023-04-01,2024-03-31,DE,41677,7104.47,Insured A-1972,AG012,UW101,0
KM-POL-001973,WC,In Force,2021-07-15,2022-07-15,PA,5183,14027.92,Insured A-1973,AG004,UW104,2
KM-POL-001974,CA,In Force,2022-01-14,2023-01-14,NY,7220,8154.32,Insured A-1974,AG004,UW102,2
KM-POL-001975,WC,In Force,2021-10-15,2022-10-15,PA,5183,13549.53,Insured A-1975,AG005,UW102,1
KM-POL-001976,GL,In Force,2023-09-05,2024-09-04,MD,97047,9113.48,Insured A-1976,AG003,UW102,4
KM-POL-001977,WC,In Force,2022-10-25,2023-10-25,NJ,8017,2791.18,Insured A-1977,AG002,UW104,2
KM-POL-001978,WC,In Force,2022-05-24,2023-05-24,DE,8017,10302.92,Insured A-1978,AG002,UW101,3
