pol_id,line_of_business,status,eff_dt,exp_dt,jurisdiction,class_cd,total_premium,named_insured,producer_code,uw_id,term_number
GLI1688736,GenLiab,Active,2022-08-30,2023-08-30,Michigan,41677,3512.48,GLI Insured 1457,P-400,GLI-UW1,3
GLI9449329,CommAuto,Expired,2021-12-20,2022-12-20,Minnesota,7219,4318.42,GLI Insured 1458,P-300,,2
GLI4170380,WorkersComp,Active,2021-12-17,2022-12-17,Wisconsin,8017,12191.11,GLI Insured 1459,P-400,,4
GLI4530452,CommAuto,Active,2022-04-07,2023-04-07,Minnesota,7220,9869.54,GLI Insured 1460,P-100,GLI-UW2,1
GLI6333834,WorkersComp,Cancelled,2021-09-07,2022-09-07,Michigan,7380,6761.34,GLI Insured 1461,P-200,GLI-UW1,2
GLI1734135,CommAuto,Expired,2023-04-26,2024-04-25,Michigan,7230,7800.53,GLI Insured 1462,,GLI-UW2,2
GLI1238423,WorkersComp,Active,2022-09-16,2023-09-16,Wisconsin,7380,,GLI Insured 1463,,GLI-UW1,1
GLI3562057,WorkersComp,Expired,2023-05-17,2024-05-16,Ohio,7380,6378.0,GLI Insured 1464,P-400,GLI-UW1,3
GLI6726860,GenLiab,Active,2022-05-26,2023-05-26,Ohio,41677,,GLI Insured 1465,P-200,GLI-UW2,3
GLI5207762,WorkersComp,Expired,2021-05-25,2022-05-25,Wisconsin,8810,17156.76,GLI Insured 1466,P-400,GLI-UW1,1
GLI3944888,CommAuto,Expired,2021-05-30,2022-05-30,Indiana,7219,2057.44,GLI Insured 1467,P-400,GLI-UW3,5
GLI6873992,WorkersComp,Expired,2022-11-11,2023-11-11,Wisconsin,5183,20411.48,GLI Insured 1468,P-300,GLI-UW1,2
GLI8751668,WorkersComp,Expired,2021-03-25,2022-03-25,Indiana,9015,2257.06,GLI Insured 1469,P-400,,5
GLI4366336,CommAuto,Expired,2021-11-28,2022-11-28,Minnesota,7219,9297.6,GLI Insured 1470,P-100,GLI-UW1,3
GLI1946707,CommAuto,Expired,2022-04-03,2023-04-03,Wisconsin,7230,3487.59,GLI Insured 1471,P-200,GLI-UW2,3
GLI7565123,CommAuto,Active,2023-07-05,2024-07-04,Michigan,7219,2933.84,GLI Insured 1472,P-500,GLI-UW3,6
GLI7375918,GenLiab,Active,2022-04-01,2023-04-01,Wisconsin,97047,4279.32,GLI Insured 1473,,GLI-UW1,4
GLI3568550,GenLiab,Expired,2023-07-04,2024-07-03,Michigan,41677,7355.71,GLI Insured 1474,P-500,GLI-UW3,1
GLI5895685,GenLiab,Active,2022-01-05,2023-01-05,Ohio,97047,28689.85,GLI Insured 1475,P-400,GLI-UW3,1
GLI9482469,CommAuto,Active,2023-07-23,2024-07-22,Wisconsin,7219,9439.62,GLI Insured 1476,P-100,GLI-UW3,2
GLI2067859,CommAuto,Expired,2022-08-05,2023-08-05,Illinois,7210,1802.59,GLI Insured 1477,P-200,GLI-UW2,2
GLI4778826,CommAuto,Non-Renewed,2022-05-06,2023-05-06,Indiana,7210,1941.25,GLI Insured 1478,P-100,GLI-UW3,3
GLI4086389,GenLiab,Active,2021-03-02,2022-03-02,Michigan,58483,1182.47,GLI Insured 1479,P-400,GLI-UW3,3
GLI4260468,CommAuto,Cancelled,2021-07-14,2022-07-14,Wisconsin,7220,4995.07,GLI Insured 1480,P-300,GLI-UW2,2
GLI6635276,WorkersComp,Active,2022-01-29,2023-01-29,Illinois,7380,6956.38,GLI Insured 1481,P-300,GLI-UW3,2
GLI8363043,WorkersComp,Expired,2021-05-16,2022-05-16,Illinois,9015,14251.8,GLI Insured 1482,,GLI-UW1,3
GLI1424625,WorkersComp,Cancelled,2022-08-26,2023-08-26,Wisconsin,5183,5162.13,GLI Insured 1483,P-300,GLI-UW1,2
GLI8390875,WorkersComp,Expired,2023-11-14,2024-11-13,Indiana,8017,5671.21,GLI Insured 1484,P-200,GLI-UW2,3
GLI2164051,WorkersComp,Cancelled,2021-07-14,2022-07-14,Wisconsin,5183,,GLI Insured 1485,P-100,GLI-UW1,2
GLI5123439,CommAuto,Active,2022-05-23,2023-05-23,Michigan,7220,8711.03,GLI Insured 1486,P-100,GLI-UW2,2
GLI9867708,WorkersComp,Active,2023-10-16,2024-10-15,Illinois,8810,,GLI Insured 1487,P-300,GLI-UW2,5
GLI5828592,CommAuto,Active,2022-02-03,2023-02-03,Illinois,7230,2241.88,GLI Insured 1488,P-400,GLI-UW2,2
GLI3702775,GenLiab,Cancelled,2023-12-06,2024-12-05,Illinois,58483,11769.39,GLI Insured 1489,P-300,GLI-UW1,4
GLI3405239,WorkersComp,Cancelled,2021-10-20,2022-10-20,Indiana,8017,2147.04,GLI Insured 1490,P-500,,2
GLI6327664,WorkersComp,Active,2021-08-11,2022-08-11,Wisconsin,5191,13289.44,GLI Insured 1491,P-200,GLI-UW1,2
GLI1951488,WorkersComp,Active,2023-09-28,2024-09-27,Minnesota,5191,4058.93,GLI Insured 1492,P-300,,5
GLI2868408,CommAuto,Cancelled,2023-01-31,2024-01-31,Wisconsin,7219,3710.25,GLI Insured 1493,P-400,GLI-UW2,3
GLI2092722,CommAuto,Expired,2023-04-02,2024-04-01,Wisconsin,7210,1038.62,GLI Insured 1494,P-200,GLI-UW3,5
GLI7877386,CommAuto,Expired,2023-10-17,2024-10-16,Michigan,7210,6028.56,GLI Insured 1495,P-200,GLI-UW1,6
GLI9691391,WorkersComp,Cancelled,2022-08-11,2023-08-11,Wisconsin,5183,51278.47,GLI Insured 1496,P-300,GLI-UW2,1
GLI9963626,CommAuto,Active,2023-01-07,2024-01-07,Ohio,7230,1662.19,GLI Insured 1497,P-100,,6
GLI1292960,GenLiab,Active,2022-12-29,2023-12-29,Ohio,91580,13684.25,GLI Insured 1498,P-500,GLI-UW3,1
GLI3850704,WorkersComp,Cancelled,2024-02-12,2025-02-11,Illinois,8742,7765.33,GLI Insured 1499,P-100,GLI-UW3,1
GLI6396496,GenLiab,Active,2022-01-13,2023-01-13,Indiana,41677,8330.54,GLI Insured 1500,P-100,GLI-UW1,4
